asin,category,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B00GSQBYNC,Patio,"[1, 1]",1,"Perky-Pet makes all sorts of hummingbird feeders, but I think this simple style is one of their best designs.  This is a new model, but it has all the important features I look for in a quality hummingbird feeder--glass, easy hanging (S hook), durability and no leakage.  I like this particular feeder because the wide mouth makes cleaning and filling easy, the base separates in half (again for easy cleaning) and it has built in bee guards and an ant moat.  Most important, hummingbirds like it.  We have over ten different feeders hanging around the yard, and it's obvious which ones are preferred.  Their favorite feeders aren't the fanciest or most expensive, but they all resemble this fundamental glass tube style.UPDATE:  This feeder leaks like a sieve!  It held liquid just fine for about a month, but now the two-part base just doesn't seal.  I checked reviews, and sure enough, lots of other people are experiencing the same problem.  Leaking renders the 209B feeder useless...my five star review has been revised to one.","04 22, 2014",A3C2JQC6R2K52C,ladyfingers,Started Leaking Within A Month's Time,1398124800
B00AA8WPGY,Patio,"[0, 0]",5,"Garden safe take root rooting hormone is an excellent product! I have never used a rooting hormone before and have not had too many failures,but this product makes the job easier ,the cuttings root more quickly and it is not as risky. I now feel more confident that I will get more plants.It hurts if you lose even a few plants so I am glad I tried this.I think its great and I recommend you try it.","03 12, 2014",A27CTW0GPEE0AZ,Firefly,Love it !!!!,1394582400
B00G8R2JWG,Patio,"[1, 2]",4,"I really like this Perky-Pet platform feeder, but not for its advertised claims.  It does not keep out squirrels, but in 25 years I haven't found a feeder that really does.  Hairy houdinis can crack the code on just about everything.  Instead, I've learned to hang feeders beyond squirrel reach or use above and below baffling.  Unless one does that, the little baffle and wire grate on this feeder are ineffective.Why do I like it then?  This metal feeder is sturdy, of simple design, holds very little seed, and birds flock to it.  They seem to prefer open platform feeders, and this one has a nice low lip.  I have other expensive cedar platform feeders, but their sides measure 2"".  That may not seem like much, but birds do not like feeling confined, and they're always on the lookout for a quick escape if predators approach.  Consequently, this platform is much more popular than the cedar ones.Having clean and fresh seed in platform feeders is important, so its smaller 1/2 lb seed capacity is ideal.  The wire grate is removable.  I've elected to keep it off permanently which makes for very easy cleaning or tossing of sunflower hulls.  There are small drainage holes in the bottom, but I drilled in a few more, and it was a very easy process.This small feeder sits outside our kitchen window, and has endless bird traffic from dawn until dusk.  They love the feeder, and I sure enjoy watching them while doing the dishes.","03 6, 2014",A3C2JQC6R2K52C,ladyfingers,"Squirrel-proof?  No, But A Great Little Platform Feeder",1394064000
B002WKO7LY,Patio,"[0, 0]",4,"This is my second time purchasing these tablets (25 lb bucket last time).  They work very well, requiring fewer replacements than other tablets I've purchased before from Home Depot.  I like that these tablets are individual packaged, although it seems this entire bucket is filled with unsealed packages.  I'm hoping this fact doesn't change the quality or life of the tablets because I'll be using them all summer and into the fall.  I would rate these 5 stars if it wasn't for the fact that the individual packages are unsealed.","06 2, 2014",A2ZJOGOZVGBL83,T. Serrano,Second purchase of these tablets,1401667200
B00GVLDF9K,Patio,"[2, 2]",3,"This feeder is okay. It's similar to other Perky Pet models, but it is just a little too small to be worth the effort. If you want to be filling it up pretty frequently, by all means go ahead and get it, but otherwise it's easier to just get something a little bigger and not have to worry about refilling as often.","06 13, 2014",A294SHLWPSG1BP,Ryan Winkleman,"Okay feeder, just too small",1402617600
B00FGIGT92,Patio,"[0, 0]",4,"If you want to build a garden box quickly and easily, these corners are the way to go.  You can go to a lumber yard or hardware store and have them cut your lumber, making your job amount to a shopping trip and using a mallet.  Make sure you go with cedar or redwood if you are growing edibles.  If you're just growing ornamentals, you can use pressure treated wood.To make your box sturdy, there are holes in the bottom of each corner where you can attach screws.  I would recommend this as well as an L bracket in the upper corners of your boxes, just because I have had boxes for years and no matter how well constructed, the weather takes a toll on them and they tend to warp over time.  Extra re-inforcement will help to minimize that.There are matching stake holders available too, which are nice for vining plants or to support a bug net.","05 5, 2014",AK8LOFYRZJJW0,C. Wollin,"Gives a nice, finished look to corners.",1399248000
B00GTDIDBU,Patio,"[0, 0]",5,"When I plant from seed, I almost always start indoors.  It's not due to risk of freeze but rather to risk of birds eating the seeds or the sprouts drying out. Once the seedlings are well-established, then I transplant outside.I used this mix to start some Papaver somniferum (annual poppies), and it worked as well as anything I've tried in the past.The reason there is a special mix for seed-starting (as opposed to regular potting mix) is that the fertilizer should be a little weaker, so it doesn't burn the delicate roots of seedlings.Because I could not find the ingredients on this product page or anywhere else online, I took a photo; you'll find it in the consumer photos. It's mostly sphagnum peat, with some perlite.As another reviewer mentioned, the mix is a little heavy on the peat for my tastes. It's easy enough to add perlite or vermiculate, another moisture-enhancing soil amendment, if you have it. Perlite looks like little white styrofoam balls, but it is actually a very porous volcanic material that resembles pumice.  It helps avoid soil compaction, improves aeration, and retains moisture, but it promotes better drainage than vermiculite.Whether or not you want to add perlite depends on the container and environment in which you are starting the seeds (e.g. the air temperature, humidity, amount of sunlight, etc.) as well as the kind of plants you are growing. Some love having their ""feet wet""; some don't.Overall, this seems a good medium for starting most seeds. The important thing is not over- or under-watering.Happy sprouting!","03 4, 2014",A30ODR6WBE61UB,"Gina Pera ""Is It You, Me, or Adult A.D.D.?, a...",Good choice for novice gardeners planting from seed,1393891200
B001CMO9NE,Patio,"[0, 0]",2,Economy seed.  Mostly filler.  The picture is deceiving.  I would not buy it again.,"07 12, 2014",A2TRRYYCPKMA9D,C. Jonas,Too much filler,1405123200
B000WEOQV8,Patio,"[0, 0]",5,"Bought this for hubby, along with a new smoker for his birthday.  We were both surprised at the quality and size of this thing.  It is so much better than his old one, it got tossed.  He loves its, works perfect with the smoker.","02 28, 2014",A3A5ATNHC0QPQA,Dragonlady,The big daddy of starters,1393545600
B0045R5VT4,Patio,"[0, 0]",5,"When I ordered this trap, we had a critter, most likely a rat, in the garage.  The rat was actually smart enough to move the glue traps out of his way as he made his way around the garage, shredding anything in sight that looked comfy.  I ordered this trap in the hopes that he would not be wise to this type of trap design and know to avoid it.  After we set this trap up, the rat seemed to have left either of his own free will or a neighborhood cat, so I can't tell you if this trap would have worked for sure or not.  However, I didn't feel it right to downgrade the product just because we no longer had a rat in our midst to field test it.It was easy to set up and place food in the center.  I touched the center part with the food through the bars with a stick, and the cage doors on the ends shut quickly as promised.  I think if we did have a rat this would work.  We are keeping it set up in the garage with food for the next rodent visit, just in case. It is kinder than a glue trap or a snap trap, so I am happy to have it around.","06 11, 2014",A11OQUV1ZI2MT2,Soccer Mom,Good design,1402444800
